fips,county_name,state_abbr,state_name,pop_2025,land_sqmi,pop_density
18163,Vanderburgh County,IN,Indiana,181995,233.402,779.749102407006
18165,Vermillion County,IN,Indiana,15488,256.894,60.28945790870943
18167,Vigo County,IN,Indiana,106512,403.631,263.8845876555567
18169,Wabash County,IN,Indiana,30713,412.539,74.44871878779946
18171,Warren County,IN,Indiana,8474,364.685,23.236491766867296
18173,Warrick County,IN,Indiana,66803,384.63,173.68120011439566
18175,Washington County,IN,Indiana,28383,513.689,55.253275814743944
18177,Wayne County,IN,Indiana,66169,401.755,164.69987927966048
18179,Wells County,IN,Indiana,28883,368.087,78.46786221735623
18181,White County,IN,Indiana,25164,505.181,49.81184961429666
18183,Whitley County,IN,Indiana,35046,335.622,104.42104510431378
19001,Adair County,IA,Iowa,7403,569.271,13.004351178963974
19003,Adams County,IA,Iowa,3617,423.433,8.542083399262694
19005,Allamakee County,IA,Iowa,14238,639.071,22.279214672548118
19007,Appanoose County,IA,Iowa,12077,497.299,24.285188588756462
19009,Audubon County,IA,Iowa,5509,442.96,12.436788874841973
19011,Benton County,IA,Iowa,26004,716.102,36.31326263576977
19013,Black Hawk County,IA,Iowa,131532,565.773,232.4819317995026
19015,Boone County,IA,Iowa,26799,570.461,46.977795151640514
19017,Bremer County,IA,Iowa,25296,435.479,58.08776083347303
19019,Buchanan County,IA,Iowa,20883,571.084,36.56730008194942
19021,Buena Vista County,IA,Iowa,20449,574.899,35.56972616059517
19023,Butler County,IA,Iowa,14049,580.138,24.216651900065155
19025,Calhoun County,IA,Iowa,9562,569.846,16.77997213282185
19027,Carroll County,IA,Iowa,20303,569.453,35.6535131081933
19029,Cass County,IA,Iowa,12960,564.258,22.96821666684389
19031,Cedar County,IA,Iowa,18359,579.462,31.68283683830864
19033,Cerro Gordo County,IA,Iowa,42372,568.302,74.55894929104595
19035,Cherokee County,IA,Iowa,11369,576.907,19.70681582993446
19037,Chickasaw County,IA,Iowa,11663,504.324,23.126006297538883
19039,Clarke County,IA,Iowa,9574,431.111,22.20773768240662
19041,Clay County,IA,Iowa,16202,567.238,28.56296651493729
19043,Clayton County,IA,Iowa,16845,778.464,21.63876556912073
19045,Clinton County,IA,Iowa,46002,694.959,66.19383301748736
19047,Crawford County,IA,Iowa,16237,714.198,22.734591807874008
19049,Dallas County,IA,Iowa,118457,588.23,201.37871240841167
19051,Davis County,IA,Iowa,9230,502.188,18.379570997315746
19053,Decatur County,IA,Iowa,7655,531.883,14.392262960087086
19055,Delaware County,IA,Iowa,17674,577.685,30.59452815981028
19057,Des Moines County,IA,Iowa,38077,416.129,91.50287531030041
19059,Dickinson County,IA,Iowa,18077,380.532,47.50454626680542
19061,Dubuque County,IA,Iowa,99381,608.299,163.3752480276969
19063,Emmet County,IA,Iowa,9107,395.89,23.003864709894163
19065,Fayette County,IA,Iowa,19047,730.817,26.062612117671044
19067,Floyd County,IA,Iowa,14901,500.571,29.76800493836039
19069,Franklin County,IA,Iowa,9868,581.972,16.956142219900613
19071,Fremont County,IA,Iowa,6522,511.168,12.759014648804307
19073,Greene County,IA,Iowa,8658,569.558,15.201261328960351
19075,Grundy County,IA,Iowa,12361,501.855,24.630620398322225
19077,Guthrie County,IA,Iowa,10782,590.614,18.255578093306287
19079,Hamilton County,IA,Iowa,14944,576.731,25.911560155427747
19081,Hancock County,IA,Iowa,10528,571.005,18.437666920604897
19083,Hardin County,IA,Iowa,16455,569.307,28.903561698696837
19085,Harrison County,IA,Iowa,14623,696.874,20.983707241194246
19087,Henry County,IA,Iowa,19349,434.288,44.553383929558265
19089,Howard County,IA,Iowa,9415,473.247,19.89447371034576
19091,Humboldt County,IA,Iowa,9409,434.372,21.661156796478593
19093,Ida County,IA,Iowa,6777,431.513,15.705204709939215
19095,Iowa County,IA,Iowa,16504,586.455,28.14197167728129
19097,Jackson County,IA,Iowa,19288,636.047,30.324803041284685
19099,Jasper County,IA,Iowa,38153,730.428,52.23375883728444
19101,Jefferson County,IA,Iowa,15291,435.524,35.10943139758084
19103,Johnson County,IA,Iowa,160044,612.997,261.084475127937
19105,Jones County,IA,Iowa,21253,575.618,36.92205594682584
19107,Keokuk County,IA,Iowa,9797,579.175,16.915440065610568
19109,Kossuth County,IA,Iowa,14322,972.735,14.723434440006784
19111,Lee County,IA,Iowa,32306,517.55,62.42102212346634
19113,Linn County,IA,Iowa,232028,717.013,323.6036166708274
19115,Louisa County,IA,Iowa,10416,401.777,25.92482894740117
19117,Lucas County,IA,Iowa,8847,430.681,20.541885989862568
19119,Lyon County,IA,Iowa,12354,587.609,21.024184449183043
19121,Madison County,IA,Iowa,17270,561.006,30.78398448501442
19123,Mahaska County,IA,Iowa,21880,570.851,38.328740774738066
19125,Marion County,IA,Iowa,34192,554.49,61.663871305163305
19127,Marshall County,IA,Iowa,39890,572.503,69.67649077821426
19129,Mills County,IA,Iowa,14793,437.431,33.817904995302115
19131,Mitchell County,IA,Iowa,10650,469.256,22.6955009632269
19133,Monona County,IA,Iowa,8539,694.072,12.302758215286023
19135,Monroe County,IA,Iowa,7406,433.708,17.07600505409169
19137,Montgomery County,IA,Iowa,10002,424.097,23.584227193307193
19139,Muscatine County,IA,Iowa,41853,437.44,95.67712143379663
19141,O'Brien County,IA,Iowa,14220,573.035,24.815238161717872
19143,Osceola County,IA,Iowa,5980,398.687,14.999234988850903
19145,Page County,IA,Iowa,14856,534.944,27.771131183824853
19147,Palo Alto County,IA,Iowa,8899,563.864,15.782174425038662
19149,Plymouth County,IA,Iowa,25697,862.828,29.782297282888365
19151,Pocahontas County,IA,Iowa,6819,577.241,11.813090199760586
19153,Polk County,IA,Iowa,516546,572.72,901.9171672021232
19155,Pottawattamie County,IA,Iowa,92996,951.284,97.75839812295803
19157,Poweshiek County,IA,Iowa,18368,584.932,31.40194073841062
19159,Ringgold County,IA,Iowa,4642,535.494,8.668631207819322
19161,Sac County,IA,Iowa,9525,575.022,16.564583615931216
19163,Scott County,IA,Iowa,175259,458.101,382.5772045902541
19165,Shelby County,IA,Iowa,11689,590.776,19.785840995571927
19167,Sioux County,IA,Iowa,36774,767.911,47.88836206279113
19169,Story County,IA,Iowa,101291,572.545,176.91360504414502
19171,Tama County,IA,Iowa,16796,721.011,23.29506762032757
19173,Taylor County,IA,Iowa,5835,531.902,10.970065914397765
19175,Union County,IA,Iowa,11829,423.645,27.921962964274336
19177,Van Buren County,IA,Iowa,7131,484.792,14.70940114523342
19179,Wapello County,IA,Iowa,35210,431.848,81.53331727830162
19181,Warren County,IA,Iowa,57331,569.658,100.6410864062297
19183,Washington County,IA,Iowa,22667,568.828,39.84860098307397
19185,Wayne County,IA,Iowa,6738,525.469,12.822830652236382
19187,Webster County,IA,Iowa,36838,715.704,51.470999184020215
19189,Winnebago County,IA,Iowa,10251,400.489,25.596208634943782
19191,Winneshiek County,IA,Iowa,19733,689.844,28.60501794608636
19193,Woodbury County,IA,Iowa,106649,872.896,122.17835801744997
19195,Worth County,IA,Iowa,7338,400.123,18.339360646601172
19197,Wright County,IA,Iowa,12801,580.412,22.055022983673666
20001,Allen County,KS,Kansas,12302,500.298,24.589344750528685
20003,Anderson County,KS,Kansas,8018,579.641,13.83269989528001
20005,Atchison County,KS,Kansas,16172,431.174,37.506899766683524
20007,Barber County,KS,Kansas,4083,1134.075,3.6002909860458963
20009,Barton County,KS,Kansas,24790,895.257,27.690372708618867
20011,Bourbon County,KS,Kansas,14319,635.461,22.533247516370004
20013,Brown County,KS,Kansas,9104,570.871,15.947560832482296
20015,Butler County,KS,Kansas,69484,1429.716,48.59986179073327
20017,Chase County,KS,Kansas,2572,773.053,3.3270681311630637
20019,Chautauqua County,KS,Kansas,3321,638.881,5.198151142388019
20021,Cherokee County,KS,Kansas,19105,587.567,32.51544079228411
20023,Cheyenne County,KS,Kansas,2604,1019.89,2.5532165233505575
20025,Clark County,KS,Kansas,1900,974.638,1.9494417414465677
20027,Clay County,KS,Kansas,7990,645.298,12.38187628041618
20029,Cloud County,KS,Kansas,8833,715.342,12.347939866525383
20031,Coffey County,KS,Kansas,8467,626.885,13.506464503058774
20033,Comanche County,KS,Kansas,1673,788.298,2.122293853339727
20035,Cowley County,KS,Kansas,34382,1125.738,30.54174239476681
20037,Crawford County,KS,Kansas,39008,589.771,66.14092588479258
20039,Decatur County,KS,Kansas,2716,893.517,3.039673559652474
20041,Dickinson County,KS,Kansas,18637,847.068,22.00177553632058
20043,Doniphan County,KS,Kansas,7594,393.475,19.299828451617
20045,Douglas County,KS,Kansas,120920,455.765,265.312167454719
20047,Edwards County,KS,Kansas,2640,621.894,4.2450964312246136
20049,Elk County,KS,Kansas,2458,644.264,3.8152061887673376
20051,Ellis County,KS,Kansas,29075,899.934,32.30792480337447
20053,Ellsworth County,KS,Kansas,6257,715.575,8.744017049226146
20055,Finney County,KS,Kansas,37505,1301.997,28.805749936443785
20057,Ford County,KS,Kansas,33993,1098.271,30.951377210178546
20059,Franklin County,KS,Kansas,26299,571.772,45.99560664040911
20061,Geary County,KS,Kansas,36338,384.652,94.46980647442363
20063,Gove County,KS,Kansas,2631,1071.666,2.455055959599353
20065,Graham County,KS,Kansas,2371,898.527,2.6387632202482507
20067,Grant County,KS,Kansas,7028,574.808,12.226691347371645
20069,Gray County,KS,Kansas,5652,868.867,6.505023208385174
20071,Greeley County,KS,Kansas,1182,778.404,1.5184916829821018
20073,Greenwood County,KS,Kansas,5826,1143.304,5.095757558794511
20075,Hamilton County,KS,Kansas,2500,996.514,2.5087454867668693
20077,Harper County,KS,Kansas,5370,801.274,6.701827339961112
20079,Harvey County,KS,Kansas,33580,539.756,62.21329637836356
20081,Haskell County,KS,Kansas,3599,577.521,6.231808020833875
20083,Hodgeman County,KS,Kansas,1619,859.992,1.882575651866529
20085,Jackson County,KS,Kansas,13438,656.219,20.477919718874336
20087,Jefferson County,KS,Kansas,18296,532.626,34.350557426787276
20089,Jewell County,KS,Kansas,2830,909.971,3.109989219436663
20091,Johnson County,KS,Kansas,636906,473.629,1344.7360697930235
20093,Kearny County,KS,Kansas,3888,870.543,4.466178006140995
20095,Kingman County,KS,Kansas,7029,863.419,8.140891038997289
20097,Kiowa County,KS,Kansas,2432,722.64,3.3654378390346507
20099,Labette County,KS,Kansas,19685,645.393,30.500795639246164
20101,Lane County,KS,Kansas,1508,717.409,2.1020087565112786
20103,Leavenworth County,KS,Kansas,84590,463.409,182.53853507376854
20105,Lincoln County,KS,Kansas,2861,719.4,3.976925215457326
20107,Linn County,KS,Kansas,9950,594.081,16.74855785658858
20109,Logan County,KS,Kansas,2661,1072.993,2.4799789001419397
20111,Lyon County,KS,Kansas,32266,847.477,38.07300965099938
20113,McPherson County,KS,Kansas,30064,898.285,33.46821999699427
20115,Marion County,KS,Kansas,11634,944.299,12.320250259716467
20117,Marshall County,KS,Kansas,9852,900.178,10.944502087364944
20119,Meade County,KS,Kansas,3852,978.083,3.9383160733802756
20121,Miami County,KS,Kansas,36240,575.88,62.92977703688268
20123,Mitchell County,KS,Kansas,5590,701.792,7.965323058684054
20125,Montgomery County,KS,Kansas,30177,643.594,46.88825563942485
20127,Morris County,KS,Kansas,5348,695.343,7.691168243586259
20129,Morton County,KS,Kansas,2470,729.731,3.3848089227400235
20131,Nemaha County,KS,Kansas,10054,717.427,14.013969365524297
20133,Neosho County,KS,Kansas,15637,571.481,27.362239514524543
20135,Ness County,KS,Kansas,2617,1074.739,2.4350098023799265
20137,Norton County,KS,Kansas,5288,878.044,6.022477233487161
20139,Osage County,KS,Kansas,15693,705.506,22.24360955115903
20141,Osborne County,KS,Kansas,3285,892.516,3.680606286049774
20143,Ottawa County,KS,Kansas,5744,720.73,7.969697390146101
20145,Pawnee County,KS,Kansas,5991,754.263,7.942852824545284
20147,Phillips County,KS,Kansas,4728,885.871,5.337120190185704
20149,Pottawatomie County,KS,Kansas,27186,840.735,32.335991721529375
20151,Pratt County,KS,Kansas,9117,735.039,12.40342349181472
20153,Rawlins County,KS,Kansas,2431,1069.416,2.2732033184467038
20155,Reno County,KS,Kansas,61539,1255.307,49.023067663926035
20157,Republic County,KS,Kansas,4640,717.377,6.468007756033439
20159,Rice County,KS,Kansas,9266,726.235,12.758955434535652
20161,Riley County,KS,Kansas,72598,609.66,119.07948692713973
20163,Rooks County,KS,Kansas,4646,890.527,5.217135471468018
20165,Rush County,KS,Kansas,2845,717.763,3.963703896690133
20167,Russell County,KS,Kansas,6581,886.26,7.425586171101031
20169,Saline County,KS,Kansas,53377,720.242,74.10981309060011
20171,Scott County,KS,Kansas,4815,717.585,6.710006480068563
20173,Sedgwick County,KS,Kansas,538433,997.001,540.0526178007846
20175,Seward County,KS,Kansas,21073,639.653,32.94442455518851
20177,Shawnee County,KS,Kansas,178607,544.012,328.31444894597917
20179,Sheridan County,KS,Kansas,2427,895.957,2.7088353570539656
20181,Sherman County,KS,Kansas,5763,1056.064,5.457055632991939
20183,Smith County,KS,Kansas,3566,895.464,3.982292978835553
20185,Stafford County,KS,Kansas,4005,792.046,5.056524494789444
20187,Stanton County,KS,Kansas,1986,680.352,2.919077183575561
20189,Stevens County,KS,Kansas,4984,727.428,6.851537196808481
20191,Sumner County,KS,Kansas,22312,1181.668,18.881784054404452
20193,Thomas County,KS,Kansas,7725,1074.687,7.188139430364377
20195,Trego County,KS,Kansas,2740,889.474,3.0804722791222674
20197,Wabaunsee County,KS,Kansas,7018,794.336,8.835052169359063
20199,Wallace County,KS,Kansas,1441,913.652,1.5771869376961907
20201,Washington County,KS,Kansas,5533,894.759,6.183788036778618
20203,Wichita County,KS,Kansas,2031,718.566,2.8264627048872337
20205,Wilson County,KS,Kansas,8299,570.423,14.548852342910436
20207,Woodson County,KS,Kansas,3118,497.819,6.263320604476728
20209,Wyandotte County,KS,Kansas,170597,151.638,1125.028027275485
21001,Adair County,KY,Kentucky,19423,405.292,47.923472459362635
21003,Allen County,KY,Kentucky,22536,343.724,65.56423176734822
21005,Anderson County,KY,Kentucky,25225,202.26,124.71571244932267
21007,Ballard County,KY,Kentucky,7594,247.095,30.733118840931624
21009,Barren County,KY,Kentucky,45641,487.365,93.64849753265007
21011,Bath County,KY,Kentucky,13176,277.992,47.397047397047395
21013,Bell County,KY,Kentucky,22829,358.999,63.59070638079771
21015,Boone County,KY,Kentucky,145316,246.273,590.0606237793019
21017,Bourbon County,KY,Kentucky,20243,289.75,69.86367558239861
21019,Boyd County,KY,Kentucky,47751,159.866,298.6939061463976
21021,Boyle County,KY,Kentucky,31632,180.336,175.4059089699228
21023,Bracken County,KY,Kentucky,8511,202.665,41.995411146473245
21025,Breathitt County,KY,Kentucky,12558,492.422,25.50251613453501
21027,Breckinridge County,KY,Kentucky,21503,569.725,37.74277063495546
21029,Bullitt County,KY,Kentucky,86454,297.088,291.00468548039635
21031,Butler County,KY,Kentucky,12520,426.112,29.381946530489635
21033,Caldwell County,KY,Kentucky,12609,344.835,36.56531384575232
21035,Calloway County,KY,Kentucky,39421,384.863,102.42865643098973
21037,Campbell County,KY,Kentucky,95441,151.32,630.7229711868887
21039,Carlisle County,KY,Kentucky,4747,189.463,25.05502393607195
21041,Carroll County,KY,Kentucky,11141,128.7,86.56565656565657
21043,Carter County,KY,Kentucky,26149,409.497,63.85638966830037
21045,Casey County,KY,Kentucky,16205,444.258,36.47655191352773
21047,Christian County,KY,Kentucky,70115,717.794,97.68122887625141
21049,Clark County,KY,Kentucky,37888,252.482,150.06218265064442
21051,Clay County,KY,Kentucky,19465,469.296,41.47702089938972
21053,Clinton County,KY,Kentucky,9139,197.063,46.37603203036593
21055,Crittenden County,KY,Kentucky,8807,359.566,24.493417063904822
21057,Cumberland County,KY,Kentucky,5992,305.147,19.636437520277113
21059,Daviess County,KY,Kentucky,104898,458.398,228.83607694623447
21061,Edmonson County,KY,Kentucky,12749,302.806,42.10286454033276
21063,Elliott County,KY,Kentucky,7265,234.321,31.004476764779938
21065,Estill County,KY,Kentucky,13962,253.081,55.16810823412268
21067,Fayette County,KY,Kentucky,329751,283.854,1161.692278424824
21069,Fleming County,KY,Kentucky,15787,348.672,45.277510095447866
21071,Floyd County,KY,Kentucky,34401,393.301,87.46735960498448
21073,Franklin County,KY,Kentucky,52649,207.912,253.2273269460156
21075,Fulton County,KY,Kentucky,6218,205.932,30.194433113843406
21077,Gallatin County,KY,Kentucky,8840,98.282,89.94525955922754
21079,Garrard County,KY,Kentucky,18207,229.925,79.18669131238447
21081,Grant County,KY,Kentucky,26181,257.976,101.48618476137315
21083,Graves County,KY,Kentucky,37050,551.757,67.14912543021657
21085,Grayson County,KY,Kentucky,27406,499.536,54.86291278306268
21087,Green County,KY,Kentucky,11644,285.963,40.71855449830922
21089,Greenup County,KY,Kentucky,35213,344.455,102.2281575242049
21091,Hancock County,KY,Kentucky,9050,187.675,48.22165978420141
21093,Hardin County,KY,Kentucky,113482,623.909,181.88870492331415
21095,Harlan County,KY,Kentucky,24725,465.83,53.07730287873259
21097,Harrison County,KY,Kentucky,19627,306.458,64.04466517434689
21099,Hart County,KY,Kentucky,20117,412.67,48.74839460101291
21101,Henderson County,KY,Kentucky,44255,436.361,101.41832106902312
21103,Henry County,KY,Kentucky,16447,286.251,57.45656783731761
21105,Hickman County,KY,Kentucky,4372,242.331,18.041439188547898
21107,Hopkins County,KY,Kentucky,45127,542.325,83.21025215507306
21109,Jackson County,KY,Kentucky,13325,345.227,38.59779217732101
21111,Jefferson County,KY,Kentucky,795222,380.84,2088.0737317508665
21113,Jessamine County,KY,Kentucky,57147,172.113,332.03186278781965
21115,Johnson County,KY,Kentucky,22051,261.966,84.17504561660674
21117,Kenton County,KY,Kentucky,175779,160.375,1096.049883086516
21119,Knott County,KY,Kentucky,13321,351.524,37.89499436738316
21121,Knox County,KY,Kentucky,29532,386.33,76.44241969300857
21123,Larue County,KY,Kentucky,15184,261.065,58.161760481106235
21125,Laurel County,KY,Kentucky,63746,433.704,146.98042904838323
21127,Lawrence County,KY,Kentucky,15765,415.598,37.93329130554045
21129,Lee County,KY,Kentucky,7297,208.821,34.94380354466266
21131,Leslie County,KY,Kentucky,9627,400.878,24.014787541346745
21133,Letcher County,KY,Kentucky,19952,337.934,59.04111453715814
21135,Lewis County,KY,Kentucky,12901,482.858,26.7179999088759
21137,Lincoln County,KY,Kentucky,25353,332.904,76.15709033234806
21139,Livingston County,KY,Kentucky,8863,312.961,28.319822597703865
21141,Logan County,KY,Kentucky,28669,552.222,51.91571505662578
21143,Lyon County,KY,Kentucky,9123,213.785,42.6737142456206
21145,McCracken County,KY,Kentucky,67553,248.796,271.5196385793984
21147,McCreary County,KY,Kentucky,17124,426.709,40.13039331253852
21149,McLean County,KY,Kentucky,9064,252.525,35.893475893475895
21151,Madison County,KY,Kentucky,101696,437.94,232.21445860163493
21153,Magoffin County,KY,Kentucky,11110,308.443,36.01962112934967
21155,Marion County,KY,Kentucky,20115,343.551,58.550258913523756
21157,Marshall County,KY,Kentucky,31659,302.126,104.78740657871221
21159,Martin County,KY,Kentucky,10697,229.644,46.58079462123983
21161,Mason County,KY,Kentucky,16936,240.127,70.52934488832992
21163,Meade County,KY,Kentucky,30699,305.465,100.49923886533647
21165,Menifee County,KY,Kentucky,6430,203.538,31.59115251206163
21167,Mercer County,KY,Kentucky,23733,249.383,95.16687183970038
21169,Metcalfe County,KY,Kentucky,10583,289.651,36.53707392689823
21171,Monroe County,KY,Kentucky,11191,329.475,33.96615828211549
21173,Montgomery County,KY,Kentucky,28822,197.377,146.02511944147494
21175,Morgan County,KY,Kentucky,14415,381.104,37.824320920273735
21177,Muhlenberg County,KY,Kentucky,30634,467.281,65.5579833119686
21179,Nelson County,KY,Kentucky,49036,418.686,117.11879546963596
21181,Nicholas County,KY,Kentucky,7949,195.306,40.70023450380428
21183,Ohio County,KY,Kentucky,23934,587.096,40.76675705506425
21185,Oldham County,KY,Kentucky,70986,187.294,379.00840389975116
21187,Owen County,KY,Kentucky,11601,350.487,33.09965847520735
21189,Owsley County,KY,Kentucky,3932,197.402,19.918744490937275
21191,Pendleton County,KY,Kentucky,14800,277.148,53.40107090796253
21193,Perry County,KY,Kentucky,26555,339.724,78.16639389622163
21195,Pike County,KY,Kentucky,54721,786.222,69.599934878444
21197,Powell County,KY,Kentucky,12812,178.962,71.59061700249215
21199,Pulaski County,KY,Kentucky,67384,658.106,102.39080026621852
21201,Robertson County,KY,Kentucky,2325,99.591,23.3454830255746
21203,Rockcastle County,KY,Kentucky,16148,316.567,51.00973885465004
21205,Rowan County,KY,Kentucky,24476,279.881,87.45145258163292
21207,Russell County,KY,Kentucky,18608,253.26,73.47390033957198
21209,Scott County,KY,Kentucky,62262,282.194,220.6354493717088
21211,Shelby County,KY,Kentucky,51243,379.795,134.92278729314498
21213,Simpson County,KY,Kentucky,20788,234.185,88.76742746119521
21215,Spencer County,KY,Kentucky,20998,186.671,112.48667441648676
21217,Taylor County,KY,Kentucky,26763,266.418,100.4549242168322
21219,Todd County,KY,Kentucky,12972,374.518,34.63651947302934
21221,Trigg County,KY,Kentucky,14512,441.433,32.874751094730115
21223,Trimble County,KY,Kentucky,8701,147.771,58.88164795528216
21225,Union County,KY,Kentucky,12839,342.878,37.44480544100234
21227,Warren County,KY,Kentucky,149375,541.744,275.7298650285005
21229,Washington County,KY,Kentucky,12368,297.286,41.603035460802055
21231,Wayne County,KY,Kentucky,19597,458.043,42.78419275046229
21233,Webster County,KY,Kentucky,12929,332.027,38.9396043092881
21235,Whitley County,KY,Kentucky,37297,437.921,85.16832944754876
21237,Wolfe County,KY,Kentucky,6298,222.159,28.349065309080434
21239,Woodford County,KY,Kentucky,27883,189.573,147.08318167671555
22001,Acadia Parish,LA,Louisiana,57032,655.244,87.0393319129973
22003,Allen Parish,LA,Louisiana,22672,762.085,29.749962274549425
22005,Ascension Parish,LA,Louisiana,135105,290.003,465.8744909535419
22007,Assumption Parish,LA,Louisiana,19720,344.018,57.32258195792081
22009,Avoyelles Parish,LA,Louisiana,37941,831.363,45.63710436957141
22011,Beauregard Parish,LA,Louisiana,36673,1157.478,31.683539557555303
22013,Bienville Parish,LA,Louisiana,12269,811.327,15.122139408647808
22015,Bossier Parish,LA,Louisiana,131867,839.621,157.05538570378778
22017,Caddo Parish,LA,Louisiana,224226,879.535,254.93698374709365
22019,Calcasieu Parish,LA,Louisiana,208466,1064.189,195.8918951426861
22021,Caldwell Parish,LA,Louisiana,9344,529.77,17.637842837457764
22023,Cameron Parish,LA,Louisiana,4718,1284.639,3.672627096016858
22025,Catahoula Parish,LA,Louisiana,8223,709.252,11.593904564245149
22027,Claiborne Parish,LA,Louisiana,13354,754.794,17.692244506448116
22029,Concordia Parish,LA,Louisiana,17836,695.706,25.637266316518758
22031,De Soto Parish,LA,Louisiana,27381,876.45,31.24080095841177
22033,East Baton Rouge Parish,LA,Louisiana,456180,455.493,1001.5082558897722
22035,East Carroll Parish,LA,Louisiana,6760,421.231,16.048201580605415
22037,East Feliciana Parish,LA,Louisiana,18911,453.293,41.71915295404959
22039,Evangeline Parish,LA,Louisiana,31980,662.431,48.27672617978325
22041,Franklin Parish,LA,Louisiana,19002,624.298,30.43738727338547
22043,Grant Parish,LA,Louisiana,22075,643.75,34.29126213592233
22045,Iberia Parish,LA,Louisiana,66846,574.74,116.30650381041862
22047,Iberville Parish,LA,Louisiana,29579,617.275,47.9186748207849
22049,Jackson Parish,LA,Louisiana,15834,569.655,27.795771124628065
22051,Jefferson Parish,LA,Louisiana,431398,300.864,1433.8638055732824
22053,Jefferson Davis Parish,LA,Louisiana,31471,651.52,48.30396611001965
22055,Lafayette Parish,LA,Louisiana,257949,268.833,959.5138989632968
22057,Lafourche Parish,LA,Louisiana,95505,1069.696,89.28237555342827
22059,LaSalle Parish,LA,Louisiana,15154,624.854,24.25206528244998
22061,Lincoln Parish,LA,Louisiana,48360,471.636,102.53670203292369
22063,Livingston Parish,LA,Louisiana,155036,648.14,239.2014071034036
22065,Madison Parish,LA,Louisiana,8844,623.885,14.175689429943018
22067,Morehouse Parish,LA,Louisiana,23705,794.95,29.819485502232844
22069,Natchitoches Parish,LA,Louisiana,36089,1253.008,28.801891129186725
22071,Orleans Parish,LA,Louisiana,362154,169.578,2135.6190071825354
22073,Ouachita Parish,LA,Louisiana,158542,610.145,259.84315203763043
22075,Plaquemines Parish,LA,Louisiana,22256,780.595,28.5115841121196
22077,Pointe Coupee Parish,LA,Louisiana,19520,555.495,35.13983024149632
22079,Rapides Parish,LA,Louisiana,125877,1324.08,95.06751857893784
22081,Red River Parish,LA,Louisiana,7165,388.98,18.41997017841534
22083,Richland Parish,LA,Louisiana,19582,555.613,35.24395577497286
22085,Sabine Parish,LA,Louisiana,21834,866.631,25.194113757758494
22087,St. Bernard Parish,LA,Louisiana,45642,377.528,120.89699307071263
22089,St. Charles Parish,LA,Louisiana,50586,277.742,182.13305873796543
22091,St. Helena Parish,LA,Louisiana,10758,408.527,26.3336327831453
22093,St. James Parish,LA,Louisiana,18938,237.861,79.61792811768218
22095,St. John the Baptist Parish,LA,Louisiana,39875,214.474,185.91997165157548
22097,St. Landry Parish,LA,Louisiana,80765,923.378,87.46688788340202
22099,St. Martin Parish,LA,Louisiana,51106,737.549,69.29166740108116
22101,St. Mary Parish,LA,Louisiana,46552,558.528,83.34765669760513
22103,St. Tammany Parish,LA,Louisiana,279108,845.308,330.18497399764345
22105,Tangipahoa Parish,LA,Louisiana,141346,791.18,178.65213984175537
22107,Tensas Parish,LA,Louisiana,3700,603.302,6.132915190070644
22109,Terrebonne Parish,LA,Louisiana,104163,1229.885,84.69328433146188
22111,Union Parish,LA,Louisiana,20561,876.913,23.44702382106321
22113,Vermilion Parish,LA,Louisiana,57671,1172.061,49.204776884479564
22115,Vernon Parish,LA,Louisiana,45091,1326.728,33.986619714063465
22117,Washington Parish,LA,Louisiana,44937,669.637,67.10650695824754
22119,Webster Parish,LA,Louisiana,34948,593.319,58.90254652219127
22121,West Baton Rouge Parish,LA,Louisiana,28756,192.346,149.501419317272
22123,West Carroll Parish,LA,Louisiana,9156,359.686,25.455536217700995
22125,West Feliciana Parish,LA,Louisiana,15134,403.219,37.53295355625603
22127,Winn Parish,LA,Louisiana,14961,950.004,15.7483547437695
23001,Androscoggin County,ME,Maine,116487,467.956,248.92724957047244
23003,Aroostook County,ME,Maine,66609,6671.22,9.984530565623679
23005,Cumberland County,ME,Maine,317222,836.231,379.34733345212027
23007,Franklin County,ME,Maine,30824,1697.007,18.16374357913668
23009,Hancock County,ME,Maine,57171,1587.182,36.0204437802344
23011,Kennebec County,ME,Maine,129067,867.507,148.77920293438555
23013,Knox County,ME,Maine,41117,364.902,112.6795687609276
23015,Lincoln County,ME,Maine,36595,455.867,80.27560670107728
23017,Oxford County,ME,Maine,60346,2076.958,29.054992927155965
23019,Penobscot County,ME,Maine,157967,3397.185,46.499381105238605
23021,Piscataquis County,ME,Maine,17409,3960.847,4.395272021363107
23023,Sagadahoc County,ME,Maine,37979,253.979,149.53598525862373
23025,Somerset County,ME,Maine,51620,3924.289,13.153975153206096
23027,Waldo County,ME,Maine,40693,730.227,55.726506962903315
23029,Washington County,ME,Maine,31334,2562.726,12.22682409278245
23031,York County,ME,Maine,222434,991.194,224.41015583225888
24001,Allegany County,MD,Maryland,66848,422.199,158.3329188368518
24003,Anne Arundel County,MD,Maryland,603380,414.808,1454.6006827255019
24005,Baltimore County,MD,Maryland,847650,598.359,1416.6244679197605
24009,Calvert County,MD,Maryland,94484,213.19,443.19151930203105
24011,Caroline County,MD,Maryland,34116,319.442,106.7987302859361
24013,Carroll County,MD,Maryland,176677,447.615,394.7075053338248
24015,Cecil County,MD,Maryland,107131,346.3,309.3589373375686
24017,Charles County,MD,Maryland,176593,457.819,385.7266736417667
